"","var_id","code","description","name"
"627","EA078",2,"Insistence on virginity; premarital sex relations prohibited, strongly sanctioned, and in fact rare","Prohibited, strongly sanctioned"
"628","EA078",3,"Premarital sex relations prohibited but weakly sanctioned and not infrequent in fact","Prohibited but weakly sanctioned"
"629","EA078",4,"Premarital sex relations allowed and not sanctioned unless pregnancy results","Permitted, sanction if pregnancy"
"630","EA078",5,"Trial marriage; monogamous premarital sex relations permitted with the expectation of marriage if pregnancy results, promiscuous relations being prohibited and sanctioned","Trial marriage"
"631","EA078",6,"Premarital sex relations freely permitted and subject to no sanctions","Permitted, no sanctions"
"632","EA079",NA,"Missing data","Missing data"
"633","EA079",1,"Semicircular","Semicircular"
"634","EA079",2,"Circular","Circular"
"635","EA079",3,"Elliptical or elongated with rounded ends","Elliptical"
"636","EA079",4,"Polygonal","Polygonal"
"637","EA079",5,"Rectangular or square","Rectangular"
"638","EA079",6,"Quadrangular around (or partially around) an interior court","Quadrangular around interior"
"639","EA080",NA,"Missing data","Missing data"
"640","EA080",1,"Subterranean or semi-subterranean, ignoring cellars beneath the living quarters","Subterranean"
"641","EA080",2,"Floor formed by or level with the ground itself","Floor level with ground"
"642","EA080",3,"Elevated slightly above the ground on a raised platform of earth, stone, or wood","Elevated slightly"
"643","EA080",4,"Raised substantially above the ground on piles, posts, or piers","Raised substantially"
"644","EA081",NA,"Missing data","Missing data"
"645","EA081",1,"Stone, stucco, concrete, or fired brick","Stone, stucco or brick"
"646","EA081",2,"Plaster, mud and dung, or wattle and daub","Plaster, clay or similar"
"647","EA081",3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
"648","EA081",4,"Bark","Bark"
"649","EA081",5,"Hides or skins","Hides or skins"
"650","EA081",6,"Felt, cloth, or other fabric","Fabric"
"651","EA081",7,"Mats, latticework, or wattle","Mats"
"652","EA081",8,"Grass, leaves, or other thatch","Grass, leaves or thatch"
"653","EA081",9,"Adobe, clay, or dried brick","Adobe, clay or brick"
"654","EA081",10,"Open walls, including cases where they can be temporarily closed by screens","Open walls"
"656","EA082",NA,"Missing data","Missing data"
"657","EA082",1,"Rounded or semi-cylindrical","Rounded or semi-cylindrical"
"658","EA082",2,"Dome shaped or hemispherical","Hemispherical"
"659","EA082",3,"Beehive shaped with pointed peak","Beehive shaped"
"660","EA082",4,"Conical","Conical"
"661","EA082",5,"Semi-hemispherical","Semi-hemispherical"
"662","EA082",6,"Shed, i.e., with one slope","One slope"
"663","EA082",7,"Flat or horizontal","Flat"
"664","EA082",8,"Gabled, i.e., with two slopes","Two slopes"
"665","EA082",9,"Hipped or pyramidal, i.e., with four slopes","Four slopes"
"666","EA083",NA,"Missing data","Missing data"
"667","EA083",1,"Stone or slate","Stone or slate"
"668","EA083",2,"Plaster, clay, mud and dung, or wattle and daub","Plaster, clay or similar"
"669","EA083",3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
"670","EA083",4,"Bark","Bark"
"671","EA083",5,"Hides or skins","Hides or skins"
"672","EA083",6,"Felt, cloth, or other fabric","Fabric"
"673","EA083",7,"Mats","Mats"
"674","EA083",8,"Grass, leaves, brush, or other thatch","Grass, leaves or thatch"
"675","EA083",9,"Earth or turf","Earth or turf"
"676","EA083",10,"Ice or snow","Ice or snow"
"677","EA083",11,"Tile or fired brick","Tile or fired brick"
"678","EA084",NA,"Missing data","Missing data"
"679","EA084",1,"Semicircular","Semicircular"
"680","EA084",2,"Circular","Circular"
"681","EA084",3,"Elliptical or elongated with rounded ends","Elliptical"
"682","EA084",4,"Polygonal","Polygonal"
"683","EA084",5,"Rectangular or square","Rectangular"
"684","EA084",6,"Quadrangular around (or partially around) an interior court","Quadrangular around interior"
"685","EA085",NA,"Missing data","Missing data"
"686","EA085",1,"Subterranean or semi-subterranean, ignoring cellars beneath the living quarters","Subterranean"
"687","EA085",2,"Floor formed by or level with the ground itself","Floor level with ground"
"688","EA085",3,"Elevated slightly above the ground on a raised platform of earth, stone, or wood","Elevated slightly"
"689","EA085",4,"Raised substantially above the ground on piles, posts, or piers","Raised substantially"
"690","EA086",NA,"Missing data","Missing data"
"691","EA086",1,"Stone, stucco, concrete, or fired brick","Stone, stucco or brick"
"692","EA086",2,"Plaster, mud and dung, or wattle and daub","Plaster, clay or similar"
"693","EA086",3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
"694","EA086",4,"Bark","Bark"
"695","EA086",5,"Hides or skins","Hides or skins"
"696","EA086",6,"Felt, cloth, or other fabric","Fabric"
"697","EA086",7,"Mats, latticework, or wattle","Mats"
"698","EA086",8,"Grass, leaves, or other thatch","Grass, leaves or thatch"
"699","EA086",9,"Adobe, clay, or dried brick","Adobe, clay or brick"
"700","EA086",10,"Open walls, including cases where they can be temporarily closed by screens","Open walls"
"701","EA086",11,"Walls indistinguishable from roof or merging into the latter (see ""Roofing materials"" for details)","Walls not diff. from roof"
"702","EA087",NA,"Missing data","Missing data"
"703","EA087",1,"Rounded or semi-cylindrical","Rounded or semi-cylindrical"
"704","EA087",2,"Dome shaped or hemispherical","Hemispherical"
"705","EA087",3,"Beehive shaped with pointed peak","Beehive shaped"
"706","EA087",4,"Conical","Conical"
"707","EA087",5,"Semi-hemispherical","Semi-hemispherical"
"708","EA087",6,"Shed, i.e., with one slope","One slope"
"709","EA087",7,"Flat or horizontal","Flat"
"710","EA087",8,"Gabled, i.e., with two slopes","Two slopes"
"711","EA087",9,"Hipped or pyramidal, i.e., with four slopes","Four slopes"
"712","EA088",NA,"Missing data","Missing data"
"713","EA088",1,"Stone or slate","Stone or slate"
"714","EA088",2,"Plaster, clay, mud and dung, or wattle and daub","Plaster, clay or similar"
"715","EA088",3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
"716","EA088",4,"Bark","Bark"
"717","EA088",5,"Hides or skins","Hides or skins"
"718","EA088",6,"Felt, cloth, or other fabric","Fabric"
"719","EA088",7,"Mats","Mats"
"720","EA088",8,"Grass, leaves, brush, or other thatch","Grass, leaves or thatch"
"721","EA088",9,"Earth or turf","Earth or turf"
"722","EA088",10,"Ice or snow","Ice or snow"
"723","EA088",11,"Tile or fired brick","Tile or fired brick"
"724","EA090",NA,"Insufficient information or not coded","Missing data"
"725","EA090",1,"Absence of any politicdal organization even at local level, e.g., where family heads acknowledge no higher political authority","Absence, even locally"
"726","EA090",2,"Autonomous local communities, i.e., politically independent groups which do not exceed 1500 in average population","Autonomous communities"
"727","EA090",3,"Peace groups transcending the local community where the basis of unity is other than political, e.g., derived from reciprocal trade relations, defensive military agreements, or a common cult or age-grade organization","Peace groups among communities"
"728","EA090",4,"Minimal states, i.e., political integration even at the local level, e.g., where family heads acknowledge no higher political authority (1500 ﾖ 10,000)","Minimal states"
"729","EA090",5,"Little states, i.e., political integration in independent units averaging between 10,000 and 100,000 in population","Little states"
"730","EA090",6,"States, i.e., political integration in large independent units averaging at least 100,000 in population","States"
"731","EA090",8,"Dependent societies lacking any political organization of their own, e.g., those forming an integral part of some larger political system and those governed exclusively and directly by agents of another and politically dominant society. Colonial governments operating through indirect rule are ignored.","Dependent societies"
"732","EA094",NA,"Insufficient information or not coded","Missing data"
"733","EA094",11,"Patrilineal succession where a son is preferred to a younger brother","Patrilineal, son"
"734","EA094",12,"Patrilineal succession where a younger brother is preferred to a son","Patrilineal, younger brother"
"735","EA094",13,"Patrilineal succession other than younger brother or son, or where preference is unspecified","Patrilineal, other/unspecified"
"736","EA094",24,"Matrilineal succession where a sister's son is preferred to a younger brother","Matrilineal, sister's son"
"737","EA094",25,"Matrilineal succession where a younger brother is preferred to a sister's son","Matrilineal, yonger brother"
"738","EA094",26,"Matrilineal succession other than sister's son or younger brother, or where preference is unspecified","Matrilineal, other/unspecified"
"739","EA094",39,"Nonhereditary succession through appointment of headmen by some higher political authority","Nonhered, appointed by auth."
"740","EA094",49,"Nonhereditary succession through election or some other method of formal consensus","Nonhered, election"
"741","EA094",59,"Nonhereditary succession through informal consensus or personal influence","Nonhered, informal"
"742","EA094",69,"Councils, i.e., absence of true headmen, political authroity at the local level being exercised exclusively by a council or other collective body","Nonhered, council"
"743","EA094",99,"Absence of any indigenous political authority, as in societies lacking political integration even at the local level and in some dependent societies","Absence of political auth."
"744","EA112",NA,"Missing data","Missing data"
"745","EA112",1,"Trance behavior is known to occur, but there is no belief in possession.","Trance, no possession"
"746","EA112",2,"A belief in possession exists.","Possession"
"747","EA112",3,"Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.","T due to P only; P causes T only"
"748","EA112",4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.","Two T states, one due to P; P expl. T and others"
"749","EA112",5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.","T and P,  but T not due to P"
"750","EA112",6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.","T due to P only; P explains T and others"
"751","EA112",7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.","Two T states, one due to P; P explains T only"
"752","EA112",8,"No trance states of any kind are known to occur, and there is no belief in possession.","No trance or possession"
"753","EA113",NA,"Missing data","Missing data"
"754","EA113",1,"Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.","Rigid"
"755","EA113",2,"Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.","Flexible"
"756","EA202",NA,"Missing data","Missing data"
"1100","EA081",12,"seename","Earth or turf"
"2100","EA081",13,"seename","Ice or snow"
